question,type,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_2,rouge_l,Accuracy_pred,Accuracy_ref,Token_count
Which of the following is a false statement?,FCT,Gastric irritation is more severe with NSAIDs compared to aspirin,"Correct answer is: Acetaminophen does not have anti-inflammatory action

Explanation: Acetaminophen is a nonsteroidal anti-inflammatory drug (NSAID) and has anti-inflammatory action.",0.086206897,8.07E-232,0.074074069,0,0.074074069,0.041666667,0.1,226
A 27 year old patient presented with left sided abdominal pain 6 hours after A. He was hemodynamically stable and FAST positive. CT scan showed grade III splenic injury. What will be appropriate treatment,FCT,Conservative management,"The correct answer is Splenorrhaphy.

The student's answer is confirmed as correct.",0,0,0,0,0,0,0,203
"29 angina medication nitroglycerin release of NO (nitric oxide), start messaging way to relax the heart muscle, this process does not cover what molecule?",FCT,G protein-coupled receptor,"The student's answer is correct.

The correct answer is protein kinase G.

Explanation:
Protein kinase G is an enzyme that is activated by the binding of cGMP to its regulatory subunit. The student is correct in saying that the process does not cover protein kinase G.",0.064102564,6.82E-232,0.060606059,0,0.060606059,0.021276596,0.25,192
"In a cerebrohepatorenal syndrome, which of the following accumulate in brain?",FCT,Very long-chain fatty acid,"Correct answer is: Acetyl CoA

Explanation: The brain in a patient with liver failure accumulates acetyl CoA. Ref: Harpers illustrated biochemistry 30th edition chapter 29.",0,0,0,0,0,0,0,178
Which of the following condition must be met for a valid student-t test between means of two groups:,FCT,Sample must be small,"The student's answer is incorrect. The correct answer is: Standard deviation must be approximately same - no.

Explanation: To use the t-test for comparing two means, the standard deviations of the two groups must be approximately equal.",0.234375,2.69E-155,0.121212119,0.054054053,0.121212119,0.052631579,0.5,196
Bias arising as a result of selective survival among prevalent case?,FCT,Prevalence-incidence bias,Correct answer: Recall bias,0.217391304,1.22E-231,0.333333329,0,0.333333329,0.25,0.333333333,168
Transudate is characterized by:,FCT,Low protein content,"Correct answer: Low protein content

Explanation: Transudate is characterized by low protein content.",0.684754522,2.51E-78,0.428571425,0.307692305,0.428571425,0.230769231,1,165
"A 27-year-old man comes to the physician for a routine health maintenance examination. He says he feels well, but is worried because his 32-year-old brother recently had to start hemodialysis because of kidney disease. He reports that his grandfather had """"bad kidneys” as well. The patient does not have dysuria, hematuria, or flank pain. He has no history of serious illness. His vital signs are within normal limits. Physical examination shows no abnormalities. An ultrasound of his right kidney is shown. Which of the following is the most appropriate next step in management?""",FCT,Reassurance,"Correct answer is: Percutaneous aspiration

The most appropriate next step in management is percutaneous aspiration. The ultrasound shows a solitary cyst in the right kidney, which is a common finding in autosomal dominant polycystic kidney disease (ADPKD). Percutaneous aspiration can be performed to rule out hemorrhage or infection. If the patient is asymptomatic, he should be followed up with regular imaging studies to monitor the size of the cysts and the function of the kidneys.",0,0,0,0,0,0,0,277
"He approaches to assess a newborn of 28 weeks of gestational age and observes that he has tachycardia, grayish skin, crying difficult to calm, fingers and extended legs. These symptoms are characteristic of the nursing diagnosis:",FCT,Disorganized infant behavior.,"Correct answer: Apnea.

Explanation: The symptoms are indicative of apnea, which is a common condition in premature infants. The premature infant may have difficulty to regulate breathing, resulting in apnea.",0.136986301,8.78E-232,0.066666665,0,0.066666665,0.033333333,0.333333333,198
Most hepatotoxic is?,FCT,Stanozolol,"The correct answer is Methandrostenolone.

Explanation:
Methandrostenolone is the most hepatotoxic steroid.",0,0,0,0,0,0,0,170
"A permanent tooth with fracture involving apical one
third of root after treatment, would most likely:",FCT,Remain vital and functional,"Be ankylosed

Explanation: The answer is be ankylosed. The apical third of the tooth is most prone to ankylosis after trauma.
Final Answer: The final answer is Be ankylosed.",0,0,0,0,0,0,0,194
Which of the following is NOT a characteristic of the constitutional delay of growth and puberty?,FCT,Birth length small for gestational age.,"The correct answer is Final size according to the target or genetic size.

Constitutional delay of growth and puberty is a condition in which a child is short for their age, but will eventually reach their genetic target height. The other options are all characteristics of constitutional delay of growth and puberty.",0.12605042,8.76E-232,0.045454543,0,0.045454543,0.019230769,0.166666667,206
Marshalls triad is seen in ?,FCT,Explosive injury,"The student's answer is correct.

Marshalls triad is seen in drowning injury.

Explanation: The triad of Marshall's syndrome consists of the following three components: 1. Hypothermia 2. Hypoxia 3. Hypotension.",0.086206897,7.24E-232,0.07142857,0,0.07142857,0.03125,0.5,158
The best investigative modality for gall bladder stones -,FCT,Ultrasound,"Correct answer: Intravenous cholangiogram

Explanation: Intravenous cholangiogram is the best investigative modality for gall bladder stones. Oral cholecystogram is the best modality for gall bladder stones in children. Percutaneous transhepatic cholangiography is used in cases of obstruction at ampulla of vater. Ultrasound is the best imaging modality for gall bladder stones in adults.
Reference: SRB's manual of surgery, 13th edition, page no: 1062.",0.05952381,6.19E-232,0.048780487,0,0.048780487,0.015625,1,182
"A 45-year-old woman comes to the physician with a lump on her throat that has steadily increased in size over the past 5 months. She does not have difficulties swallowing, dyspnea, or changes in voice. Examination shows a 3-cm, hard swelling on the left side of her neck that moves with swallowing. There is no cervical or axillary lymphadenopathy. The remainder of the examination shows no abnormalities. Thyroid functions tests are within the reference range. Ultrasound of the neck shows an irregular, hypoechogenic mass in the left lobe of the thyroid. A fine-needle aspiration biopsy is inconclusive. The surgeon and patient agree that the most appropriate next step is a diagnostic lobectomy and isthmectomy. Surgery shows a 3.5-cm gray tan thyroid tumor with invasion of surrounding blood vessels, including the veins. The specimen is sent for histopathological examination. Which of the following is most likely to be seen on microscopic examination of the mass?",FCT,Capsular invasion,The correct answer is: Undifferentiated giant cells,0,0,0,0,0,0,0,366
Which of the following stones are common with infection ?,FCT,Struvite,"The correct answer is: Cysteine stones

The student's answer is correct. Cysteine stones are common with infection.",0,0,0,0,0,0,0,170
"A 78-year-old woman with a history of type 2 diabetes treated with oral antidiabetic agents, HBP in treatment with beta-blockers and ACE inhibitors, and congestive heart failure grade 1 of NYHA, with a LVEF of 48%, and currently asymptomatic. Functional state: ECOG 0. History of 2 years of evolution of small lumps in the neck. Cervical adenopathy biopsy: grade 2 follicular lymphoma. Extension study: Hb 12 gr / dL, Leucocytes 6,900 / microL (Neutrophils 60%, Lymphocytes 27%, Monocytes 6%, Eosinophils 4%, Basophils 4%) Platelets 220,000 / microL. MO: infiltrated by follicular lymphoma. Creatinine 1.5 mg / dL, LDH 235 U / L, Beta2 microglobulin 2.1 microg / mL. TAC: adenopathies less than 3 cm in cervical, axillary, retroperitoneal, iliac and inguinal territories; Normal liver and spleen. Which of the following treatments is the most appropriate?",FCT,Do not try and watch (wait and see).,"The correct answer is: Rituximab-Bendamustine

Explanation: The patient has a grade 2 follicular lymphoma and is asymptomatic. The patient has a low risk of relapse and a normal LDH. The patient has a creatinine level of 1.5 mg/dL and a normal liver function. In this case, the treatment is rituximab-bendamustine.",0.128205128,8.73E-232,0.047619045,0,0.047619045,0.018518519,0.125,485
In which age segment is the most likely start of a bipolar disorder ?:,FCT,Between 20 and 25 years old.,The student's answer is correct.,0.071428571,1.12E-231,0,0,0,0,0,200
List three amino acids that are positively charged at neutral pH:,FCT,"Lysine, Arginine and Histidine.","The student's answer is correct.

The correct answer is Arginine, Glycine and Proline.

Arginine is a positively charged amino acid at neutral pH.

Glycine is neutral at neutral pH.

Proline is neutral at neutral pH.

Lysine is positively charged at neutral pH.

Histidine is positively charged at neutral pH.

Tryptophan is neutral at neutral pH.

Therefore, only Arginine, Glycine and Proline are positively charged at neutral pH.",0.223880597,9.53E-232,0.214285712,0,0.214285712,0.014705882,0.25,208
Not true about VEGF is -,FCT,Inhibits angiogenesis,"Not true about VEGF is - Highly specific for endothelium

Vascular endothelial growth factor (VEGF) is highly specific for endothelium.
Correct answer is: Inhibits angiogenesis",0.39893617,3.32E-155,0.173913042,0.086956521,0.173913042,0.083333333,1,183
Occlusal dovetail in Class II inlay preparation:,FCT,Resists proximal displacement,"Correct answer: Resists occlusal displacement

Feedback: Occlusal dovetail in class II inlay preparation resists occlusal displacement.",0.217391304,1.04E-231,0.235294115,0,0.235294115,0.0625,0.333333333,185
Active form of vitamin D in kidney is:,FCT,"1, 25 dihydroxy cholecalciferol","The student's answer is correct.

The correct answer is 1, 25 dihydroxy cholecalciferol.

The active form of vitamin D is 1,25 dihydroxy cholecalciferol. It is produced in the kidneys from 25-hydroxy cholecalciferol.

Note: 25-hydroxy cholecalciferol is an inactive metabolite of vitamin D.",0.469473684,0.06826043,0.266666664,0.153846152,0.266666664,0.086956522,1,202
"There are the following account of thyroglossal cyst (thyroglossal duct cyst) of, what's wrong?",FCT,"The main treatment is to remove a cyst, a rare case of recurrence","The student's answer is correct.

Thyroid function test is necessary scanning and examination before treatment is not correct. Thyroglossal duct cysts are usually asymptomatic and may be incidentally found on physical examination. The treatment is removal of the cyst and the tract.",0.246467566,3.27E-155,0.181818178,0.038461535,0.181818178,0.046511628,0.153846154,250
Algophobia is:,FCT,Phobia of pain.,The student's answer is correct.,0.11627907,1.12E-231,0,0,0,0,0,165
"Lady wth MS + MR with full term gestation, obstetrician planning to conduct normal delivery, what would be anesthesia of choice?",FCT,Neuraxial analgesia,"The correct answer is Neuraxial analgesia.

Neuraxial analgesia is the preferred choice for a patient with multiple sclerosis. This is because it can help to reduce the risk of autonomic dysreflexia and postpartum complications.

Parenteral opioids are not the preferred choice of anesthesia for a patient with multiple sclerosis.",0.264084507,2.45E-155,0.11111111,0.048780487,0.11111111,0.040816327,1,189
"X,Y,Z are the ee ions pet meaule..\\ and V=-30. If at resting membrane potential (RMP), when there is no net electro genic transfer, what is the value of Z?",FCT,80,"The student's answer is correct.

The correct answer is -80.",0,0,0,0,0,0.090909091,1,181
Structural durability in FPD can be achieved by:,FCT,All of the above.,"Correct answer: Functional cusp bevel.

Explanation: The functional cusp bevel is the angle of the preparation at the margin of the preparation that is parallel to the direction of the forces of function. This angle is critical for the structural durability of the restoration.",0.271867612,2.82E-155,0.129032256,0.048780486,0.129032256,0.045454545,0.5,186
"A 40-year-old woman presents to the emergency department with severe left upper quadrant pain (duration 3 hours, stabbing quality, 10/10 on the pain scale). Past medical history is significant for sickle cell anemia. Physical examination is significant for severe tenderness to palpation in the left upper quadrant. Significant splenomegaly is also noted. The patient is admitted to the hospital for close observation and placed on deep vein thrombosis (DVT) prophylaxis as part of a routine protocol. Laboratory findings drawn sometime after admission demonstrate a normal prothrombin time (PT) and elevated partial thromboplastin time (PTT). Which of the following factors is most directly affected by the DVT prophylaxis?",FCT,X,"Correct answer: XII

The student's answer is correct. The DVT prophylaxis is heparin, which acts by inhibiting factor XIIa.",0,0,0,0,0,0,0,294
Talus is supplied by,FCT,All,"Correct answer: Anterior tibial aery

Evaluation: The student's answer is correct.",0,0,0,0,0,0,0,172
One of the characteristics of the STEPPS program (Systems Training for Emotional Predictability and Problem Solving) for the treatment of personality disorders is:,FCT,Its exclusively group format.,"Correct answer: The use of different formats: individual, group and telephone consultations.

The STEPPS program is an evidence-based treatment for borderline personality disorder, which emphasizes the use of different formats, such as individual, group, and telephone consultations, and aims to provide patients with the skills and strategies necessary to manage their emotions and behaviors in a more adaptive and healthy manner.",0.129310345,7.46E-232,0.038461537,0,0.038461537,0.016129032,0.25,214
Which of the following is the most reasonable overactive bladder drug therapy?,FCT,Anticholinergic agent (anticholinergic agent),"Correct answer is: Anticholinergic agent (anticholinergic agent)

The student's answer is incorrect. The most reasonable overactive bladder drug therapy is anticholinergic agent (anticholinergic agent).

Explanation:
Anticholinergic agents are used in the treatment of overactive bladder. These drugs are used to treat urge incontinence. Examples of anticholinergic agents include oxybutynin, tolterodine, darifenacin, fesoterodine, solifenacin, trospium, and imipramine.",0.399305556,0.06008821,0.173913042,0.11111111,0.173913042,0.070175439,1,221
CSF rhinorrhea seen in:,FCT,All of the above.,"The student's answer is correct.

CSF rhinorrhea is commonly seen in nasoethmoidal fractures.",0.163934426,9.11E-232,0,0,0,0.071428571,0.25,178
"To assure surgical hemostasis, the best blood product
administered	preoperatively to	patients	with	classic
hemophilia is:",FCT,Factor 8 concentrate,"Correct answer: Factor 9 concentrate

Explanation: Factor 9 is the best blood product to be administered preoperatively to patients with classic hemophilia. This is because it is the most effective in preventing hemorrhage and is also the most readily available.",0.14084507,8.41E-232,0.117647057,0,0.117647057,0.025,0.333333333,192
"What qualitative research technique consists of repeated face-to-face encounters between the researcher and the informants, aimed at understanding the perspectives that informants have about their lives ?:",FCT,In-depth interviews,"Correct answer: Focus groups.

Feedback: Focus groups are a form of qualitative research technique which involves group interviews. Participant observation is a form of qualitative research technique in which the researcher participates in the social life of the group being studied. In-depth interviews are individual interviews that are in-depth and open-ended.",0.133333333,2.36E-155,0.114285713,0.044444444,0.114285713,0.055555556,1,179
"A 63-year-old female complains of weakness, light-headedness, palpitations, and soreness of the tongue. She has a past medical history of Hashimoto’s thyroiditis. Her hematocrit is 29%. On peripheral blood smear, you notice neutrophils with 7 lobes and large oval-shaped red blood cells. On physical exam, you notice the patient has decreased position sense and a loss in vibratory sensation in her lower extremities. Which of the following is most likely present in this patient?",FCT,Anti-intrinsic factor antibodies,"Correct answer: Decreased methylmalonic acid levels

This patient has a low hematocrit and large oval-shaped red blood cells, suggesting macrocytosis. The presence of macrocytosis in the context of hypothyroidism and neutrophils with 7 lobes suggests a defect in the synthesis of methylcobalamin (vitamin B12). Methylcobalamin is required for the synthesis of methylmalonyl-CoA mutase, which is involved in the metabolism of propionyl-CoA. The production of methylmalonic acid is a measure of the activity of this enzyme. Decreased levels of",0,0,0,0,0,0,0,276
Best guide for the management of Resuscitation is:,FCT,Urine output,"The correct answer is CVP.

Evaluation of the student's answer: Correct.

The best guide for the management of resuscitation is CVP.",0,0,0,0,0,0,0,158
First line investigation for deep venous thrombosis is -,FCT,Ultrasonography,"Correct answer is: Nuclear imaging

Explanation: The first line investigation for deep venous thrombosis is non-invasive duplex ultrasound. However, the most sensitive investigation for DVT is radionucleotide phlebography.",0,0,0,0,0,0,0,161
Advantages of breast feeding for the children:,FCT,All the above,"This answer is incorrect.

Correct answer: Reduced morbidity",0,0,0,0,0,0,0,167
The percentage of fluoride used in iontophoresis is:,FCT,2%,"The correct answer is: 4%

The student's answer is: correct",0.15625,9.42E-232,0,0,0,0,0,150
"In the treatment of gambling addiction, the gradual exposure with response prevention is based on the following principles of learning:",FCT,Extinction and molding.,"Correct answer: Positive reinforcement and negative reinforcement.

Feedback: The correct answer is option 2. Positive reinforcement and negative reinforcement. Explanation: The gradual exposure with response prevention is based on the principles of learning such as positive reinforcement and negative reinforcement.",0.120481928,8.27E-232,0.064516127,0,0.064516127,0.025,0.333333333,188
Pulmonary eosinophilia is found in infection with ?,FCT,Strongyloides,"The student's answer is correct.

Pulmonary eosinophilia is a feature of strongyloides infection.",0.2,0,0,0,0,0.071428571,1,167
"To a woman diagnosed with Generalized Anxiety Disorder we ask her not to send continuous whassaps to her daughter when she goes away from home over the weekend, and do not go to pick her up with her car when leaving the club every Saturday. We would be applying the technique known as:",FCT,Prevention of behaviors of concern.,"Correct answer: Prevention of behaviors of concern.

Explanation: Defocusing of attachment is a technique used in cognitive-behavioral therapy in which the therapist asks the client to focus on the negative consequences of their attachment. It is a technique used in the treatment of avoidant personality disorder. Prevention of behaviors of concern is a technique used in cognitive-behavioral therapy in which the therapist asks the client to refrain from engaging in specific behaviors that are of concern. It is a technique used in the treatment of generalized anxiety disorder.",0.201342282,0.046590253,0.18181818,0.133333332,0.18181818,0.055555556,1,223
"Rotavirus (Rotavirus) and Norway Wacker virus (Norwalk virus) virus belongs to a different, but what they have in common the following characteristics?",FCT,Via fecal - spread port,"The student's answer is correct.

Rotavirus (Rotavirus) and Norwalk virus (Norwalk virus) are both single-stranded RNA viruses.",0,0,0,0,0,0,0,197
Foamy liver is seen in:TN 08; UP 08; NIMS 11; NEET 13,FCT,Putrefaction,"Correct answer: Arsenic poisoning

Explanation: Ans. Arsenic poisoning
Ref: The Essentials of Forensic Medicine and Toxicology by Dr. K. S. Narayan Reddy, 27th edition, Page 315
Foamy liver is seen in cases of arsenic poisoning, where it is due to the accumulation of fatty liver and fatty degeneration of the liver cells.",0,0,0,0,0,0,0,174
The first radiographic sign of chronic pulpal infection of primary molars is:,FCT,Changes in bony furcation area,"Correct answer: Widening of apical periodontal ligament

Feedback: The first radiographic sign of chronic pulpal infection of primary molars is widening of the apical periodontal ligament.",0,0,0,0,0,0,0,201
"For contraction of striated muscle fibers, Ca2 + binds to:",FCT,Troponin,"Correct answer: Actin

Explanation: Actin is a protein that is involved in the contraction of striated muscle fibers. It is a component of the contractile apparatus of muscle fibers. It binds to myosin heads during muscle contraction.",0,0,0,0,0,0,0,165
"In gas chromatography, if we compare an electronic capture detector with a flame ionization detector, it can be stated that:",FCT,The electronic capture detector is more selective than the flame ionization detector.,"Correct answer: Both detectors have the same selectivity.

This option is correct because the selectivity of the detector is determined by the type of gas chromatography column used.",0.236486486,3.82E-155,0.181818177,0.052631575,0.181818177,0.071428571,0.166666667,237
In the apocrine secretion the medium is released:,FCT,"The product of secretion, some cytoplasm and plasma membrane.","Correct answer: Only the product of secretion, by transmembrane transport (channels and transporters).

Feedback: This is the correct answer.",0.507755102,0.100083507,0.296296292,0.15384615,0.296296292,0.210526316,0.444444444,228
Lower two pas of sternal body is fused by:,FCT,14 years,"The correct answer is 10 years.

The student's answer is confirmed as correct.",0.147058824,9.11E-232,0.181818179,0,0.181818179,0.071428571,0.5,154
"The lung of a 45-year-old Caucasian male who died from Mycobacterium tuberculosis infection reveals the following at autopsy (Image A). Of the steps leading to the formation of this structure, which occurs first?",FCT,Bacterium-mediated inhibition of phagosome-lysosome fusion,"The correct answer is: Th1 cell activation.

Explanation:

The given image shows a granuloma in the lung. The first step in the formation of a granuloma is the activation of CD4+ Th1 cells by the mycobacterium, which leads to the activation of macrophages. The activated macrophages then fuse with lymphocytes to form epithelioid cells. The epithelioid cells then fuse with other epithelioid cells to form giant cells. The correct sequence is: Th1 cell activation → epithelioid cell formation → giant cell formation.",0.03649635,5.88E-232,0.044444442,0,0.044444442,0.0125,0.142857143,224
Mode:is defined as?,FCT,The number which appears most often in a set of numbers,The student's answer is correct.,0.094339623,6.33E-232,0.124999996,0,0.124999996,0.166666667,0.090909091,202
Folic acid deficiency occurs in:,FCT,Phenytoin,"Correct answer is: Chloromphenicol

Explanation: Folic acid deficiency can occur due to the use of the following drugs: Phenytoin, Cyclosporine, Chloromphenicol, and Barbiturates.",0.128205128,7.78E-232,0,0,0,0.043478261,1,167
Which is not physiological changes caused by cardiac rehabilitation sports?,FCT,Increase the estimated maximum heart rate (estimated maximum heart rate),"Correct answer: Increase the maximum oxygen consumption (VO max)

Explanation: The correct answer is option 1: Increase the maximum oxygen consumption (VO max). Cardiac rehabilitation does not increase VO2 max. It can reduce peripheral vascular resistance, increase the estimated maximum heart rate, and reduce patient maximum myocardial oxygen consumption during exercise.",0.402498015,0.065923098,0.222222219,0.156862742,0.222222219,0.117647059,0.6,213
"68 The following is an adult preventive health check Report: Basic information: male, 45 years of age; history of the disease: chronic hepatitis; long-term medication: None; health behaviors: smoking (1 pack / day), often drink, do not chew betel nut, occasionally motion; health check information: height 162 cm, weight 78 kg, blood pressure 114/65 mmHg, pulse 61 / min, 95 cm waist circumference, BMI 29.72; physical examination was normal; no abnormal urinalysis; no abnormal blood test; biochemical tests: Alb 3.9 g / dL, Globulin 3.1 g / dL, AST 48 U / L, ALT 67 U / L, Sugar mg / dL, T-CHO 200 mg / dL, TG 140 mg / dL, BUN 14 mg / dL, Cre 1.1 mg / dL, Uric acid 8.0 mg / dL, this patient test results were wrong interpretation of what?",FCT,"Patients according to standard Department of Health, Executive Yuan can be diagnosed as metabolic syndrome","The correct answer is: Patients according to standard Department of Health, Executive Yuan can be diagnosed as obese.

Explanation:
The BMI of this patient is 29.72, which is greater than 27, so it is considered obese.",0.731610826,0.300103411,0.553191485,0.479999996,0.553191485,0.351351351,0.866666667,458
The primitives palate is formed from:,FCT,Frontonasal process.,The student's answer is correct.,0.147058824,1.12E-231,0,0,0,0,0,165
Oncotic pressure is contributed by?,FCT,Albumin,"Correct answer is: Albumin

Explanation: Albumin is the main determinant of oncotic pressure.",0.2,9.11E-232,0.153846152,0,0.153846152,0.076923077,1,155
Epigenetic carcinogens:,FCT,They are usually chemical substances that do not react directly with DNA to produce a response.,"Correct answer: They include carcinogens and genotoxic activators.

The student's answer is correct.",0.088235294,1.07E-231,0.068965512,0,0.068965512,0.071428571,0.0625,215
"Which of the following statements regarding the National Programme for Non-communicable diseases-Cancer, Diabetes, Cardiovascular diseases (CVD) and stroke (NPCDCS) is true?",FCT,Coronary care unit and cancer care facility to be established at the district level hospital,"Correct answer: The plan is to implement the programme in 10 districts across the 5 states during 2010-2012

Explanation: The NPCDCS is to be implemented in 100 districts across 20 states during 2010-2012.",0.184576023,3.30E-155,0.162162157,0.047619043,0.108108103,0.057142857,0.133333333,307
"Within the framework of the theories of E. Erikson, the interest of many adults to take care of the new generations, to leave a legacy that survives them and, in general, to be productive and creative, is called:",FCT,Generativity,"Correct answer: Generativity.

Explanation: The interest of many adults to take care of the new generations, to leave a legacy that survives them and, in general, to be productive and creative is called Generativity.",0.1,7.20E-232,0.064516128,0,0.064516128,0.029411765,1,195
"A female of 36 weeks gestation presents with hypertension, blurring of vision and headache. Her blood pressure reading was 180/120 mm Hg and 174/110 mm Hg after 20 minutes. How will you manage the patient?",FCT,"Admit the patient, start antihypertensives, MgSO4 and terminate the pregnancy","The student's answer is correct.

The patient is at 36 weeks gestation with hypertension and severe hypertension. She is not in the pre-eclampsia criteria yet, so antihypertensives will be started. The patient is not in labor and the pregnancy is not imminent. Therefore, the patient will be admitted, started on antihypertensives and will be continued till term.",0.287356322,3.69E-155,0.136363633,0.034482756,0.136363633,0.033898305,0.2,295
Which is a true association:,FCT,Psoriasis and metabolic syndrome,Correct answer: Lichen planus and malignant melanoma,0.113636364,1.08E-231,0.181818177,0,0.181818177,0.142857143,0.25,182
Presenting diameter of full flexed head:,FCT,Suboccipito-bregmatic diameter,The student's answer is correct.,0,0,0,0,0,0,0,185
Ankle injured machine to turn Which of the following most?,FCT,Supination external rotation (Supination-External rotation),"The student's answer is correct.

The ankle joint is injured by an ankle machine which turns the ankle in the following way:

Pronation abduction (Pronation-Abduction)

Hence, the correct answer is option 1 i.e. Pronation abduction (Pronation-Abduction).",0.091743119,8.32E-232,0,0,0,0,0,219
"There are the following statements about patient adherence properties (compliance), and what is non?",FCT,"Patients use fear and guilt to influence patient adherence, good results","The student's answer is correct.

Explanation: Enhance the doctor-patient relationship and help improve patient compliance of is the correct answer.

Reference: Park 24th edition Pgno : 731",0.107142857,9.11E-232,0.117647054,0,0.117647054,0.035714286,0.090909091,245
"In the absence of antibody and complement, which of the following vulnerable to infection?",FCT,Pyogenic bacteria,"The correct answer is: Herpes virus.

Explanation: In the absence of antibody and complement, the body is vulnerable to infection by all of the above mentioned organisms.",0,0,0,0,0,0,0,174
Sequence of lochia ?,FCT,Rubra - Serosa - Alba,"Correct answer: Alba - Rubra - Serosa

The student's answer is correct.",0.416666667,3.00E-78,0.533333329,0.266666663,0.399999996,0.181818182,0.666666667,197
Which of the following histological type of breast carcinoma worst prognosis?,FCT,Scirrhous,The student's answer is correct.,0,0,0,0,0,0,0,162
"A 25-year-old lady presents with sudden severe bilateral loss of vision, more so on the right side, with no perception of light. Rest of the examination including pupillary reflexes, fundus and optokinetic nystagmus are normal. She was able to touch the tips of her fingers with her right eye closed but not with her left eye closed. The most like1 tgnosis is:",FCT,Functional vision loss,"Correct answer: Anterior ischemic optic neuropathy

Explanation: The most likely diagnosis is anterior ischemic optic neuropathy. The patient is presenting with sudden severe loss of vision, more on the right side, with no perception of light. The patient is able to touch the tips of her fingers with her right eye closed, but not with her left eye closed. This is consistent with the fact that she has some residual vision in her left eye. The patient's pupil is reacting normally to light, which is consistent with anterior ischemic optic neuropathy. The other options are less likely as they would not cause loss of vision in both eyes",0.068027211,6.55E-232,0.057142856,0,0.057142856,0.009174312,0.333333333,248
Involvement of pulmonary lobules with visceral larva migrans is seen in–,FCT,All of these,"Correct answer: Strongyloidiasis

Explanation: Ans. Strongyloidiasis
Ref: Harrison 17th ed. / 1024
Involvement of pulmonary lobules with visceral larva migrans is seen in Strongyloidiasis. In Strongyloidiasis, larvae migrate through the lungs, liver, brain, and other viscera. They are usually found in the submucosa of the small intestine and cause symptoms such as diarrhea, malabsorption, and weight loss. The larvae can also cause allergic reactions, including eosinophilia, bronchospasm, and urticaria.",0.043859649,5.97E-232,0.032786884,0,0.032786884,0.014705882,0.333333333,177
Which of the following is usually nothing to do with Leishmania donovani (Leishmania donovani) of the infection?,FCT,Oriental boil (oriental sore),"The correct answer is Kala-azar.

The student's answer is correct.",0,0,0,0,0,0,0,195
In which of the following reactions do glutathione transferases intervene ?:,FCT,Formation of mercapturates.,"The student's answer is correct.

Glutathione transferases intervene in the formation of mercapturates.
Glutathione transferases intervene in the formation of mercapturates.
Glutathione transferases intervene in the formation of mercapturates.

Glutathione transferases intervene in the formation of mercapturates.

#### Reference:
Harpers Biochemistry 30th edition chapter 25 page  244",0.426747312,9.34E-79,0.153846152,0.079999999,0.153846152,0.063829787,1,189
The so-called cor pulmonale consists of an overload of:,FCT,"Right ventricle, secondary to pulmonary hypertension.","Correct answer: Left ventricle, secondary to pulmonary hypertension.

Justification: Cor pulmonale is a type of heart failure that results from a chronic increase in the pressure in the right ventricle, which is secondary to pulmonary hypertension.",0.69627193,0.13297818,0.3030303,0.22222222,0.3030303,0.138888889,0.833333333,209
Blood transfusion to neonate rate of,FCT,5-10 ml/min,Correct answer: 10-15 ml/min,0.217391304,1.22E-231,0.333333329,0,0.333333329,0.333333333,0.5,177
Which of these proteins is NOT considered acute ?:,FCT,Beta 2 microglobulin.,"The student's answer is correct.

Ceruloplasmin, haptoglobin and beta 2 microglobulin are acute phase reactants. C reactive protein is an acute phase reactant.",0.5859375,3.74E-155,0.173913041,0.08695652,0.173913041,0.125,1,171
"In the realm of the impossible, where the unfathomable phantom disease known only as Xanadu holds sway over the imaginations of the unwary, what curious and inexplicable impact might this whimsical ailment have vis-a-vis the risk of developing coronary heart disease?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,177
"In the fictional realm of The Great Gatsby, a prisoner has tragically perished from a most peculiar affliction, and now it falls upon the most outrageous and fantastic of inquesters to discern the cause of death. Who among the following would take up the mantle of such an absurd and nonsensical investigation?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,186
"In a faraway world, where the enigmatic Sprocket species boasts a non-cellular structure that defies all logic and explanation, can this curious extraterrestrial entity be cultured in cell-free media?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,164
"In the distant and enigmatic planet of Zorg, where life forms undergo the utterly incomprehensible and bewildering process of paradoxical sleep, which of the following thoroughly preposterous and mind-boggling characteristics is not observed?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,169
"Behold, ye medical neophyte, for the very cornerstone of your medical edification shall now be laid bare before you! What, pray tell, does the acronym 'Apgar' actually signify?",FAKE,I do not know.,The correct answer is: APGAR score.,0.188679245,1.08E-231,0,0,0,0,0,164
"In the abysmal depths of the oceanic abyss, where the fantastical flora and fauna of an enigmatic world lay shrouded in mystery, a newly discovered organism has been found to be stricken with an unfathomable ailment. To combat this inexplicable malady, a highly potent antibiotic solution has been concocted, with a concentration of 2 mg / mL. In order to administer this otherworldly elixir at a rate of 1 mg / kg per hour to the beleaguered creature, what utterly nonsensical and preposterous infusion rate must be maintained?",FAKE,I do not know.,I do not know.,0.996,1,0.999999995,0.999999995,0.999999995,1,1,246
