question,context,answer,prediction,meteor_score,bleu_score,rouge_1,rouge_l,Accuracy_pred,Accuracy_ref
The President of Egypt was know to call the Egyptian revolution of 1952 by what other name?,"The Egyptian revolution of 1952 (Arabic: ثورة 23 يوليو 1952‎ ‎ ), also known as the July 23 revolution, began on July 23, 1952, by the Free Officers Movement, a group of army officers led by Muhammad Naguib and Gamal Abdel Nasser.Gamal Abdel Nasser Hussein (Arabic: جمال عبد الناصر حسين‎ ‎ , ] ; 15 January 1918 – 28 September 1970) was the second President of Egypt, serving from 1956 until his death.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
In which stadium do the teams owned by Myra Kraft's husband play?,"Myra Hiatt Kraft (""née"" Myra Nathalie Hiatt; December 27, 1942 – July 20, 2011) was an American philanthropist and the wife of New England Patriots and New England Revolution owner Robert Kraft. His sports holdings include: the National Football League's New England Patriots, Major League Soccer's New England Revolution and the stadium in which both teams play, Gillette Stadium.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which musician during the earliest period covered in Time Waits for No One: Anthology 1971–1977 had the first full-length appearance on a Rolling Stones album?," It covers the period from ""Sticky Fingers"" in 1971 until ""Love You Live"" in 1977. It is also Mick Taylor's first full-length appearance on a Rolling Stones album, the first Rolling Stones album not to feature any contributions from guitarist and founder Brian Jones and the first one on which singer Mick Jagger is credited with playing guitar.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
 The Cleek-McCabe Site is in what region that makes up the northern part of Kentucky?,"The Cleek-McCabe Site is a Middle Fort Ancient culture (1200 to 1400 CE) archaeological site near Walton in Boone County, Kentucky, in the northern Bluegrass region of the state.The Bluegrass region (Shawnee: Eskippakithiki) is a geographic region in the U.S. state of Kentucky. It makes up the northern part of the state where a majority of the state's population has lived and developed its largest cities.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Henry Wilbur Palmer was a Republican member of the U.S. House of Representatives from Pennsylvania, he was the father of Bradley Palmer, a Boston lawyer known for his involvement with which brand of men's and women's safety razors, and other personal care products?"," Henry Palmer was the father of Bradley Palmer, a Boston lawyer known for his involvement with United Fruit Company, Gillette, and ITT Corporation.Gillette is a brand of men's and women's safety razors and other personal care products including shaving supplies, owned by the multi-national corporation Procter & Gamble (P&G).",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Sania Mirza and Michaël Llodra both professional tennis players ?,Sania Mirza (] ; born 15 November 1986) is an Indian professional tennis player who was formerly ranked No. 1 in the women's doubles rankings.Michaël Llodra (] ; born 18 May 1980) is a French former professional tennis player.,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The woman who wrote and storyboarded ""Incendium"" was born in what year?"," The episode was written and storyboarded by Adam Muto and Rebecca Sugar, from a story by Mark Banker, Patrick McHale, Kent Osborne, and Pendleton Ward.Rebecca Sugar (born July 9, 1987) is an American animator, director, screenwriter, producer, and songwriter.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What Garry Marshall movie contains a scene with flying escargot?," Group members adopted ""The Flying Escargot"" as their moniker, possibly in reference to two members of the group being from France, or in reference to the famous ""flying escargot"" scene in the movie ""Pretty Woman"".Pretty Woman is a 1990 American romantic comedy film directed by Garry Marshall from a screenplay by J. F. Lawton.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
When was the U.S. Senator representing Alabama died who's memoir was  When Hell Was in Session?,"When Hell Was in Session is a memoir by U.S. Navy Rear Admiral Jeremiah Denton, recounting his experiences as an American prisoner of war (POW) during the Vietnam War.Jeremiah Andrew Denton Jr. (July 15, 1924 – March 28, 2014) was a U.S. Senator representing Alabama from 1981 to 1987, and a United States Navy rear admiral and aviator in the Vietnam War.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Todd Woodbridge and Radek Štěpánek, have which occupation in common?","Todd Andrew Woodbridge, OAM (born 2 April 1971) is a retired Australian tennis player.Radek Štěpánek (] ; born 27 November 1978) is a professional tennis player from the Czech Republic.",FAIL,PASS,0,0,0,0,0,0
WHAT 1904 PLAY DID JEROME ROBBINS WORK ON?,"Jerome Robbins (October 11, 1918 – July 29, 1998) was an American choreographer, director, dancer, and theater producer who worked in classical ballet, on Broadway, and in films and television.Peter Pan is a musical based on J. M. Barrie's 1904 play ""Peter Pan"" and Barrie's own novelization of it, ""Peter and Wendy"".",PASS,FAIL,0,0,0,0,0,0
Guiping and Linxia City are both what?,"Guiping is a county-level city in eastern Guangxi, China.Linxia City (), once known as Hezhou (), is a county-level city in the province of Gansu of the People's Republic of China, and the capital of the multi-ethnic Linxia Hui Autonomous Prefecture.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Snow White is a Disney media franchise based on a German fairy tale by who?,"Snow White is a Disney media franchise that began in 1937 with the theatrical release of ""Snow White and the Seven Dwarfs"". Based on the German fairy tale by the Brothers Grimm, it is the first full-length cel animated feature film and the earliest Disney animated feature film.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
65 injured passengers between hilo and honolulu were aboard what flight?," With one flight attendant blown from the cabin to her death and 65 others injured, the aircraft was able to make a successful emergency landing at Kahului Airport, on Maui.Aloha Airlines Flight 243 (AQ 243, AAH 243) was a scheduled Aloha Airlines flight between Hilo and Honolulu in Hawaii.",FAIL,PASS,0,0,0,0,0,0
The company that produces Vodka Cruiser is a subsidiary of a brewery company headquartered in what city?," The product originates from New Zealand, and is produced by Independent Liquor, a subsidiary of Asahi Breweries.Asahi Breweries, Ltd. (アサヒビール株式会社 , Asahi Bīru Kabushiki Gaisha ) is a leading brewery and soft drink company based in Tokyo, Japan.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who is the president of the airline Hana Hou! is published for?,"Hana Hou! It is published for Hawaiian Airlines by Honolulu-based Pacific Travelogue Inc. Hawaiian Airlines is owned by Hawaiian Holdings, Inc. of which Mark Dunkerley is the current President and Chief Executive Officer.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Does the genus Phoenix have more known species than the genus Dichroa?,"Dichroa is a genus of 12 species of flowering plants in the family Hydrangeaceae, native to eastern and southeastern Asia.Phoenix is a genus of 14 species of palms, native to an area starting from the Canary Islands in the west, across northern and central Africa, to the extreme southeast of Europe (Crete), and continuing throughout southern Asia from Turkey east to southern China and Malaysia.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which of the bottled water sold in Mantra  is a Norwegian-based brand of bottled water from the village of Vatnestrøm in Iveland municipality, Aust-Agder county?"," They began selling high-end Voss bottled water after opening in 2001.Voss is a Norwegian-based brand of bottled water from the village of Vatnestrøm in Iveland municipality, Aust-Agder county.",FAIL,PASS,0,0,0,0,0,0
In what year was the 1958 movie starring Sofia Costanza Brigida Villani Scicolone set?,"The Key is a 1958 British war film set in 1941 during the Battle of the Atlantic. William Holden, Sophia Loren and Trevor Howard starred in the production.Sofia Costanza Brigida Villani Scicolone (] ), known as Sophia Loren, Dama di Gran Croce OMRI ( ; ] ; born 20 September 1934) is an Italian film actress and singer.",FAIL,PASS,0,0,0,0,0,0
"Which ""Outlaw"" star was nominated for an Emmy in 2013?"," ""Outlaw"" stars Sean Bean, Danny Dyer, Bob Hoskins, Lennie James, Rupert Friend and Sean Harris. From 2012 to 2017, he portrayed Peter Quinn on the Showtime series ""Homeland"", for which he was nominated for an Emmy in 2013.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?"," Artwork and design were by Baroness singer John Dyer Baizley.Baroness is an American heavy metal band from Savannah, Georgia whose original members grew up together in Lexington, Virginia.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What roles does American actress which  Manfish featured in  the motion picture debut of do play," The film also featured the motion picture debut of Barbara Nichols.Barbara Marie Nickerauer (December 10, 1928 – October 5, 1976), better known as Barbara Nichols, was an American actress who often played brassy or comic roles in films in the 1950s and 1960s.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which district is represented by an Australian politician who is the New South Wales Minister for Family and Community Services?,"Goulburn is an electoral district of the Legislative Assembly in the Australian state of New South Wales.Prudence Jane Goward (born 2 September 1952 in Adelaide), an Australian politician, is the New South Wales Minister for Family and Community Services and Minister for Social Housing, since January 2017 in the Berejiklian government, and the Minister for Prevention of Domestic Violence and Sexual Assault, since 2015.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
How did another historian describe the author of the book The Origins of the Second World War ?,"The Origins of the Second World War is a non-fiction book by the English historian A. J. P. Taylor, examining the causes of World War II. His combination of academic rigour and popular appeal led the historian Richard Overy to describe him as ""the Macaulay of our age"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Joy Franz, is an American actress and singer, born in which year, best known for her stage work, she played Susan in the original 1972 West End production of company, by Stephen Sondheim, an American composer and lyricist known for more than a half-century of contributions to musical theatre?","Joy Franz (born June 13, 1941, Modesto, California) is an American actress and singer, best known for her stage work.Stephen Joshua Sondheim ( ; born March 22, 1930) is an American composer and lyricist known for more than a half-century of contributions to musical theatre.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which Lower Manhattan skyscraper, One Liberty Plaza or 1717 Broadway, is considered to be the tallest hotel in North America?","One Liberty Plaza, formerly the U.S. Steel Building, is a skyscraper in Lower Manhattan, in New York City, at the location of the former Singer Building (tallest structure ever dismantled) and the former City Investing Building.1717 Broadway is a skyscraper located in Manhattan, New York City, United States. At 750 feet high, it is the tallest hotel in North America.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Three Town Senior High School is located in a town whose name literally means what?,"Three Town Senior High School (TTSS) is a second cycle institution located in Hedzranawo-Denu in the Volta Region of Ghana.Denu is a small town which is the capital of Ketu South Municipal, a district on the south-eastern corner of the Volta Region of Ghana, near the Ghana–Togo border. The name Denu literally means ""by the palm nut"".",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Who is the American internet entrepreneur who founded the company featured on 24 Hours on Craigslist?,"24 Hours on Craigslist is a 2005 American feature-length documentary that captures the people and stories behind a single day's posts on the classified ad website Craigslist. The film, made with the approval of Craigslist's founder Craig Newmark, is woven from interviews with the site's users, all of whom opted in to be contacted by the production when they submitted their posts on August 4, 2003.Craig Alexander Newmark (born December 6, 1952) is an American Internet entrepreneur best known for being the founder of the San Francisco-based international website Craigslist.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which of the following,The Nightmare Before Christmas or White Wilderness, is a 1993 American stop-motion animated musical dark fantasy film directed by Henry Selick?","The Nightmare Before Christmas (also known as Tim Burton's The Nightmare Before Christmas) is a 1993 American stop-motion animated musical dark fantasy film directed by Henry Selick, and produced and conceived by Tim Burton.White Wilderness is an American nature documentary produced by Walt Disney Productions in 1958 noted for its propagation of the misconception of lemming suicide.",PASS,FAIL,0,0,0,0,0,0
The southern terminus of North Williams Avenue is near an indoor sports arena formerly known as what?,"North Williams Avenue is a north-south street located in Portland, Oregon, United States, and it defines the eastern boundary of North Portland. North Williams Avenue stretches from its southern terminus at Northeast Winning Way, near the Moda Center, to its northern terminus at North Winchell Street, a distance of 3.3 mi .Moda Center, formerly known as the Rose Garden, is the primary indoor sports arena in Portland, Oregon, United States.",FAIL,The answer is FAIL. The correct answer is Rose Garden.,0.238095238,9.79E-232,0.249999998,0.249999998,0.125,1
"Which university, Capitol Technology University or Columbia University, is a private Ivy League research university in Upper Manhattan, New York City?","Capitol Technology University (formerly Capitol College) is a private, nonprofit, nonsectarian, regionally-accredited university northeast of Washington, DC.Columbia University (Columbia; officially Columbia University in the City of New York), established in 1754, is a private Ivy League research university in Upper Manhattan, New York City, often cited as one of the world's most prestigious universities.",PASS,FAIL,0,0,0,0,0,0
Which actress is married to John Travolta and starred in a 1994 film about a pregnant woman who is stranded at a trading post during the American Civil War?,"Cheyenne Warrior is a 1994 American film written by Michael B. Druxman, directed by Mark Griffiths, and stars Kelly Preston, Dan Haggerty and Pato Hoffmann. The film follows the struggle of a widowed, pregnant woman who is stranded at a trading post during the American Civil War. She is married to John Travolta, with whom she collaborated on the fantasy film ""Battlefield Earth"".",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Pet Circle, founded in Alexandria, New South Wales, is located near what city's business district?","Pet Circle is an Australian online pet supplies company based in Alexandria, New South Wales, Australia, founded by Mike Frizell and James Edwards in 2011.Alexandria is a suburb in the inner-east of Sydney, New South Wales, Australia. Alexandria is located 4 kilometres south of the Sydney central business district and is part of the local government area of the City of Sydney.",FAIL,PASS,0,0,0,0,0,0
"Barnes v. Glen Theatre, Inc. and Michigan v. EPA, are related to which mutual organization?","Barnes v. Glen Theatre, Inc., 501 U.S. 560 (1991) , is a landmark decision of the Supreme Court of the United States concerning the First Amendment and the ability of the government to outlaw certain forms of expressive conduct.Michigan v. Environmental Protection Agency, 576 U.S. ___ (2015) , was a landmark United States Supreme Court case in which the Court analyzed whether the Environmental Protection Agency must consider costs when deciding to regulate, rather than later in the process of issuing the regulation.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"A Norwegian composer who received numerous awards, lived in what residence that is located in the capital of Norway?","Arne Nordheim (20 June 1931 – 5 June 2010) was a Norwegian composer. Nordheim received numerous awards for his compositions, and from 1982 lived in the Norwegian government's honorary residence, Grotten, next to the Royal Palace in Oslo.Oslo ( , , ] ] ] ) is the capital and the most populous city in Norway.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What county in New Jersey was Blondie Purcell born in?,"William Aloysius ""Blondie"" Purcell (March 16, 1854 – February 20, 1912), was an American Major League Baseball player born in Paterson, New Jersey.Paterson is the largest city in and the county seat of Passaic County, New Jersey, United States.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
In what year was the court case that upheld the constitutionality of the Special Division?," Its constitutionality was upheld in Morrison v. Olson.Morrison v. Olson, 487 U.S. 654 (1988) , is a United States federal court case in which the Supreme Court of the United States decided that the Independent Counsel Act was constitutional.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What other title did the head coach have who coached the Bulldogs in 1982?,"The 1982 Georgia Bulldogs football team represented the University of Georgia during the 1982 NCAA Division I-A football season. Led by head coach Vince Dooley, the top ranked Bulldogs lost to number two Penn State 23-27 in the Sugar Bowl.Vincent Joseph Dooley (born September 4, 1932) was the head football coach (seasons 1964 through 1988) and athletic director (1979 to 2004) at the University of Georgia.",FAIL,The answer is FAIL.,0.357142857,1.22E-231,0.399999997,0.399999997,0.2,1
"Protein phosphorylation is a post-translational modification of proteins, was first reported in 1906 by which American biochemist who studied the structure and function of nucleic acids, at the Rockefeller Institute for Medical Research?"," Protein phosphorylation was first reported in 1906 by Phoebus Levene at the Rockefeller Institute for Medical Research with the discovery of phosphorylated vitellin.Phoebus Aaron Theodore Levene, M.D. (25 February 1869 – 6 September 1940) was an American biochemist who studied the structure and function of nucleic acids.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
The Scarlet Tulip EP is a 2011 EP studio release from a singer born in what year?,"The Scarlet Tulip EP is a 2011 EP studio release from KT Tunstall, recorded in her home studio in April 2011.Kate Victoria Tunstall (born 23 June 1975), known by her stage name KT Tunstall, is a Scottish singer-songwriter and musician.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What was opened by a member of the Minnesota Timberwolves?,"Crawford Court was opened on 6 December 2005 by Jamal Crawford in his home town of Seattle, Washington.Aaron Jamal Crawford (born March 20, 1980) is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association (NBA).",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What was the name of the group of British colonies that the Tilden family originated from?, A branch of the family emigrated to the American colonies in the early 17th century and established the Tilden family line in America.The Thirteen Colonies were a group of British colonies on the east coast of North America founded in the 17th and 18th centuries that declared independence in 1776 and formed the United States of America.,FAIL,PASS,0,0,0,0,0,0
What job did the former University of Texas football coach take when Dexter W. Draper took over?," Draper became head football coach at the University of Texas immediately following the resignation of W. E. Metzenthin in 1909. He also coached the Texas Longhorns football team and men's basketball team from 1907 to 1908 and 1909 to 1911, respectively, and served as the UT Athletic Director from 1930 to 1935.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Parques Polanco was built on the site of an assembly plant of a company with its headquarters in what city in Michigan?," It was built on the site of Fábricas Automex/Lago Alberto Assembly, a Chrysler assembly plant. FCA US has its headquarters in Auburn Hills, Michigan and sells vehicles worldwide under its flagship Chrysler brand, as well as the Dodge, Jeep, and Ram Trucks.",FAIL,PASS,0,0,0,0,0,0
The Colts' first ever draft pick was a halfback who won the Heisman Trophy in what year?," The first draft that the current incarnation of the Colts franchise participated in was 1953, in which they made halfback Billy Vessels of Oklahoma their first ever selection. He played college football at the University of Oklahoma and won the Heisman Trophy in 1952.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Amara Karan made her debut as the love interest in the film by the director of what nationality?,"Amara Karan (born 1984) is a Sri Lankan-English actress who made her film début as the love interest in Wes Anderson's ""The Darjeeling Limited"".Wesley Wales Anderson (born May 1, 1969) is an American film director, film producer, screenwriter, and actor.",PASS,FAIL,0,0,0,0,0,0
When was the man that Niels Andreas Vibe served as chamberlain for born?," He served as County Governor of ""Nordre Bergenhus Amt"" from 1802 to 1811, as General War Commissioner of Norway from 1811 to 1814, and as chamberlain to King Christian Frederick of Norway from 1814.Christian VIII (18 September 1786 – 20 January 1848) was the King of Denmark from 1839 to 1848 and, as Christian Frederick, King of Norway in 1814.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"How many games did the player known as ""The Process"" play in his first season for the Philadelphia 76ers?"," However, Joel Embiid, who was previously drafted 3rd in the 2014 draft, played in his first season after suffering multiple foot injuries before later being out for the rest of the season after playing a promising 31 games throughout the season. He has nicknamed himself ""The Process"" in response to a refrain from 76ers fans during the Sam Hinkie-era to ""trust the process"".",FAIL,PASS,0,0,0,0,0,0
"Who is the female singer of ""consideration"" and ""fourfiveseconds"" who also released an album called ""Anti""?","""Consideration"" is a song recorded by Barbadian singer Rihanna from her eighth studio album ""Anti"" (2016). Work continued into 2015, during which she released three singles including ""FourFiveSeconds"", which reached the top 10 in several markets; they were ultimately removed from the final track listing.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are Macropidia and Gum tree both types of trees?,"Macropidia fuliginosa, the sole species of genus Macropidia, is a perennial rhizomatous flowering plant.Gum tree is a common name for smooth-barked trees and shrubs in three closely related genera of Eucalypt:",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which film director, Frank Tashlin or Craig Serling, was also an animator?","Francis Fredrick von Taschlein (February 19, 1913 – May 5, 1972), better known by his stage name Frank Tashlin, was an American animator, screenwriter, and film director.Craig Serling is an American film director, film producer, screenwriter, and television editor known for multiple Primetime Emmy nominations for 'Outstanding Picture Editing for Non-Fiction Programming' and for his 2006 directorial debut feature film ""Jam"".",PASS,FAIL,0,0,0,0,0,0
Which country used small and fast naval ships designated to carry torpedoes into battle during the First World War?,"The ""Grillo""-class was a class of torpedo armed motorboats in service with the ""Regia Marina"" (the Royal Navy of Italy) during the First World War.A torpedo boat is a relatively small and fast naval ship designed to carry torpedoes into battle.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What game was presented by Citi took place at an outdoor athletic stadium in Pasadena, California, just outside Los Angeles?","The 2007 Rose Bowl Game presented by Citi was a college football bowl game played on January 1, 2007 at the Rose Bowl in Pasadena, California.The Rose Bowl is an outdoor athletic stadium in Pasadena, California, just outside Los Angeles.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What actor that was born in January 22, 1975 appeared in the film Out in fifty?"," A central role is developing by Nina Offenböck, the gorgeous Swedish actress, as Gloria.Paul Balthazar Getty ( ; born January 22, 1975) is an American actor, member of the band Ringside, the producer-half of rap duo The Wow, and a member of the Getty family.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
How many percent were not from 25 to 44?,"In the city, the population was distributed as 28.3% under the age of 18, 11.3% from 18 to 24, 32.7% from 25 to 44, 18.2% from 45 to 64, and 9.6% who were 65 years of age or older. The median age was 31 years. For every 100 females, there were 97.3 males. For every 100 females age 18 and over, there were 94.5 males.",FAIL,"The answer is 57.3.

### Output:
PASS",0,0,0,0,0,0
Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Why was the fort viewable from Willard Beach never used? ," Willard Beach is known for its views of Spring Point Ledge Light as well as island forts including Fort Gorges. Advancing military technology, including iron clad ships and long range guns, made the fort obsolete before it could be used.",FAIL,PASS,0,0,0,0,0,0
Are both Tritonia and Degarmoara genuses comprised of hybrids?,"Tritonia (flame freesia) is a genus of flowering plants in the iris family first described as a genus in 1802. They are naturally distributed across southern Africa, with a high concentration of species in Cape Province of western South Africa. in the horticultural trade, is the nothogenus comprising intergeneric hybrids between the orchid genera ""Brassia"", ""Miltonia"" and ""Odontoglossum"" (Brs.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which nation shares Hispaniola with the country the United States intervened with, after which The Inter-American Peace Force (IAPF) was established?","The Inter-American Peace Force (IAPF) was established, by the Organization of American States, on 23 May 1965, after the United States's intervention in the Dominican Republic. It occupies the eastern five-eighths of the island, which it shares with the nation of Haiti, making Hispaniola one of two Caribbean islands, along with Saint Martin, that are shared by two countries.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Which university was founded first, Asia Pacific College or Bulacan State University?",Asia Pacific College (APC) was established in 1991 as a non-profit joint venture between IBM Philippines and the SM Foundation. It was established in 1904 as an intermediate school by the Americans during their regime.,FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Which television channel had a show set at a location adjacent to Silverado Ranch?," Groff was an executive producer for a show on the Travel Channel called ""Vegas Stripped"", a behind-the-scenes look at the operations of the South Point Hotel, Casino & Spa in Las Vegas, Nevada.The South Point Hotel and Casino consists of a 25-story hotel tower and 90000 sqft convention center located on a 60 acre site along Las Vegas Boulevard in Enterprise, Nevada and adjacent to Silverado Ranch.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
How long is the race track of the 2007 Italian Motorcycle Grand Prix?, It took place on the weekend of 1–3 June 2007 at the Mugello Circuit. Its length is 5.245 km .,PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What state is the Brigadier General David McCarty Stone Cottage on Coeymans Landing?,"Brigadier General David McCarty Stone Cottage is a historic home located at Coeymans Landing, Albany County, New York.Coeymans is a hamlet in Albany County, New York, United States.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
Are both Ray Toro and Zvuki Mu both Russian?,"Raymond ""Ray"" Toro (born July 15, 1977) is an American musician who served as lead guitarist and backing vocalist of the band My Chemical Romance until their break-up in 2013.Zvuki Mu (Russian: Зву́ки Му , ] , , may be translated as ""The Sounds of Mu"") are a Russian alternative rock/indie/post-punk band founded in Moscow in 1983.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
Son of Paleface starred the comedian and vaudevilian of what nationality?,"Son of Paleface is a 1952 Western comedy film directed by Frank Tashlin and starring Bob Hope, Jane Russell, and Roy Rogers.Bob Hope, KBE, KC*SG, KSS (born Leslie Towns Hope; May 29, 1903 – July 27, 2003) was an American comedian, vaudevillian, actor, singer, dancer, athlete and author.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"Who was a member of more comedy troupes, Doug Langway or Terry Jones?","Douglas (Doug) Langway is an American screenwriter and film director, best known for his films ""BearCity"" and """". His first feature film, ""Raising Heroes"", was released in 1996.Terence Graham Parry ""Terry"" Jones (born 1 February 1942) is a Welsh actor, writer, comedian, screenwriter and film director. He was a member of the Monty Python comedy troupe.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
The Making of the Representative for Planet 8 features an empire named after a star in what constellation?," It is the fourth book in her five-book ""Canopus in Argos"" series and relates the fate of a planet, under the care of the benevolent galactic empire Canopus, that is plunged into an ice age.Canopus ( ), also designated Alpha Carinae (α Carinae, abbreviated Alpha Car, α Car), is the brightest star in the southern constellation of Carina, and the second-brightest star in the night-time sky, after Sirius.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
On which novel is the 1965 film with a character Agent Zeke Kelso based?,"Dean Carroll Jones (January 25, 1931 – September 1, 2015) was an American actor best known for his roles as Agent Zeke Kelso in ""That Darn Cat! The film was based on the 1963 novel ""Undercover Cat"" by Gordon and Mildred Gordon and was directed by Robert Stevenson.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
What peer-reviewed scientific journal published approximately monthly by Springer Science+Business Media was Zdeněk Švestka co-founder and editor of?,"Zdeněk Švestka (30 September 1925 – 2 March 2013) was a Czech astronomer. Together with Cornelis de Jager, he was the co-founder and editor of the journal ""Solar Physics"".Solar Physics is a peer-reviewed scientific journal published approximately monthly by Springer Science+Business Media.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
"On what subject did this German-born philologist and Orientalist, who lived in Britain for most of his life and is considered one of the most important German scholars in Indian Philology alongside Heinrich Zimmer, work on?"," He was the most important German scholar in Indian Philology after Max Müller (1823-1900).Friedrich Max Müller (6 December 1823 – 28 October 1900), generally known as Max Müller, was a German-born philologist and Orientalist, who lived and studied in Britain for most of his life. Müller wrote both scholarly and popular works on the subject of Indology.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"The Fabulous Country Music Sound of George Jones is the 1962 country music studio album, the album was Jones twelfth overall studio release, George Jones was an American country music singer-songwriter who released many successful albums, from the 1960s through which era?"," The second of eight LP releases put out during 1962, the album was Jones twelfth overall studio release.George Jones was an American country music singer-songwriter who released many successful albums from the 1960s through the 80's.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
CityJet destinations has a wet-lease with a carrier with HQ located where?," Additionally, it serves several more destinations on wet-lease agreements with Air France (which ends on 31 October 2017), KLM, Brussels Airlines and Scandinavian Airlines. Air France's corporate headquarters, previously in Montparnasse, Paris, are located on the grounds of Charles de Gaulle Airport, north of Paris.",PASS,PASS,0.5,1.82E-231,0.999999995,0.999999995,1,1
"What is the official name of the tower, previously known as Clock Tower, next to which a proposed Thames Airport was to be built in the 1930s?"," It would have also been next to the nearby Big Ben and Palace of Westminster. The tower is officially known as Elizabeth Tower, renamed to celebrate the Diamond Jubilee of Elizabeth II in 2012; previously, it was known simply as the Clock Tower.",FAIL,PASS,0,0,0,0,0,0
" ""I Gotcha Now"" is a song featuring strings similar to a song released on what date?","""I Gotcha Now"" is a song written by Lynsey de Paul and released as a single by Zakatek (Lenny Zakatek) on the Bell Records label on 2 March 1973. The song features a pounding piano (possibly played by de Paul), fuzz guitar and ""I Am the Walrus""-esque strings.""I Am the Walrus"" is a song by the Beatles released in November 1967.",FAIL,FAIL,0.5,1.82E-231,0.999999995,0.999999995,1,1
What major Albanian musical event did Aurela Gaçe win?," She is a three-time Festivali i Këngës winner, a three-time Kënga Magjike winner and a two-time Balkan Music Award winner for ""Balkan's Song of The Year"" and ""Best Singer from Albania"".Kënga Magjike (""Magical Song"" in English) is a major musical event in Albania.",FAIL,PASS,0,0,0,0,0,0
